2011 Census Profile - Data quality flags and descriptions - Federal Electoral Districts (FED) (2013 representation order)
"Geo_Code","Geo_Name","DQ_Flag (5-digit code)*"
"47003","Desnethé--Missinippi--Churchill River","22000"
"47004","Carlton Trail--Eagle Creek","00000"
"47005","Moose Jaw--Lake Centre--Lanigan","00000"
"47006","Prince Albert","01000"
"47007","Regina--Lewvan","00000"
"47008","Regina--Qu'Appelle","01000"
"47009","Regina--Wascana","00000"
"47010","Saskatoon--Grasswood","00000"
"47011","Saskatoon--University","00000"
"47012","Saskatoon West","00000"
"47013","Souris--Moose Mountain","01000"
"47014","Yorkton--Melville","01000"
"48001","Banff--Airdrie","00000"
"48002","Battle River--Crowfoot","00000"
"48003","Bow River","00000"
"48004","Calgary Centre","01000"
"48005","Calgary Confederation","00000"
"48006","Calgary Forest Lawn","00000"
"48007","Calgary Heritage","00000"
"48008","Calgary Midnapore","00000"
"48009","Calgary Nose Hill","00000"
"48010","Calgary Rocky Ridge","00000"
"48011","Calgary Shepard","00000"
"48012","Calgary Signal Hill","00000"
"48013","Calgary Skyview","00000"
"48014","Edmonton Centre","01000"
"48015","Edmonton Griesbach","01000"
"48016","Edmonton Manning","00000"
"48017","Edmonton Mill Woods","00000"
"48018","Edmonton Riverbend","00000"
"48019","Edmonton Strathcona","00000"
"48020","Edmonton West","00000"
"48021","Edmonton--Wetaskiwin","00000"
"48022","Foothills","00000"
"48023","Fort McMurray--Cold Lake","00000"
"48024","Grande Prairie--Mackenzie","00000"
"48025","Lakeland","20000"
"48026","Lethbridge","00000"
"48027","Medicine Hat--Cardston--Warner","00000"
"48028","Peace River--Westlock","00000"
"48029","Red Deer--Mountain View","00000"
"48030","Red Deer--Lacombe","00000"
"48031","St. Albert--Edmonton","00000"
"48032","Sherwood Park--Fort Saskatchewan","00000"
"48033","Sturgeon River--Parkland","00000"
"48034","Yellowhead","00000"
"59001","Abbotsford","00000"
"59002","Burnaby North--Seymour","00000"
"59003","Burnaby South","00000"
"59004","Cariboo--Prince George","00000"
"59005","Central Okanagan--Similkameen--Nicola","01000"
"59006","Chilliwack--Hope","00000"
"59007","Cloverdale--Langley City","00000"
"59008","Coquitlam--Port Coquitlam","00000"
"59009","Courtenay--Alberni","00000"
"59010","Cowichan--Malahat--Langford","00000"
"59011","Delta","00000"
"59012","Fleetwood--Port Kells","00000"
"59013","Kamloops--Thompson--Cariboo","00000"
"59014","Kelowna--Lake Country","00000"
"59015","Kootenay--Columbia","01000"
"59016","Langley--Aldergrove","00000"
"59017","Mission--Matsqui--Fraser Canyon","00000"
"59018","Nanaimo--Ladysmith","00000"
"59019","New Westminster--Burnaby","01000"
"59020","North Okanagan--Shuswap","01000"
"59021","North Vancouver","00000"
"59022","Pitt Meadows--Maple Ridge","00000"
"59023","Port Moody--Coquitlam","00000"
"59024","Prince George--Peace River--Northern Rockies","00000"
"59025","Richmond Centre","00000"
"59026","Esquimalt--Saanich--Sooke","20000"
"59027","Saanich--Gulf Islands","00000"
"59028","Skeena--Bulkley Valley","01000"
"59029","South Okanagan--West Kootenay","01000"
"59030","South Surrey--White Rock","00000"
"59031","Steveston--Richmond East","00000"
"59032","Surrey Centre","00000"
"59033","Surrey--Newton","00000"
"59034","Vancouver Centre","01000"
"59035","Vancouver East","01000"
"59036","Vancouver Granville","00000"
"59037","North Island--Powell River","01000"
"59038","Vancouver Kingsway","00000"
"59039","Vancouver Quadra","00000"
"59040","Vancouver South","00000"
"59041","Victoria","01000"
"59042","West Vancouver--Sunshine Coast--Sea to Sky Country","01000"
"60001","Yukon","01000"
"61001","Northwest Territories","01000"
"62001","Nunavut","02000"


* Data quality flags for place of residence
DIGIT DESCRIPTION
1st (0XXXX) Incomplete enumeration flag
2nd (X0XXX) Data quality flag
3rd (XX0XX) Population and dwelling counts error flag
4th (XXX0X) Not applicable
5th (XXXX0) 2006 adjusted population flag

FLAG DESCRIPTION
Incomplete enumeration flag
0 = Default.
1 = Incompletely enumerated Indian reserve or Indian settlement (suppressed).
2 = Excludes census data for one or more incompletely enumerated Indian reserves or Indian settlements.

Data quality flag
0 = Default.
1 = Data quality index showing  for the short census questionnaire (100% data)  a global non response rate higher than or equal to 5% but lower than 10%.
2 = Data quality index showing  for the short census questionnaire (100% data)  a global non response rate higher than or equal to 10% but lower than 25%.
3 = Data quality index showing  for the short census questionnaire (100% data)  a global non response rate higher than or equal to 25% (suppressed).

Population and dwelling counts error flag
0 = Default.
1 = An error exists in the 2011 population and dwelling counts for this area. For further details  please refer to the population and dwelling counts data section of the 'Notes' file.
2 = In 2006  the population and/or dwelling counts for this census subdivision were found to be incorrect. Since it is not possible to make changes to the 2006 Census data presented in these tables  the 2006 data should be used with caution. For further details  please refer to the population and dwelling counts data section of the 'Notes' file.
3 = Both the 2011 and 2006 population and/or dwelling counts for this area were found to be incorrect. Since it is not possible to make changes to the census data presented in these tables  these counts should be used with caution. For further details  please refer to the population and dwelling counts data section of the 'Notes' file.

Not Applicable
0 = Default.

2006 adjusted population flag
0 = Default.
1 = 2006 adjusted count; most of these are the result of boundary changes.

Notes
(1) The data quality flag does not apply to the population and dwelling counts.
